0,0,0,0,715.2600002,-135000,11.5,8000,0,0,0,0,0,0,0,0,0,0
0,0,0,0,715.2600002,-135000,11.5,8000,0,0,0,0,0,0,0,0,0,0
0,0,0,0,715.2600002,-135000,11.5,8000,0,0,0,0,0,0,0,0,0,0
0,0,0,0,715.2600002,-135000,11.5,8000,0,0,0,0,0,0,0,0,0,0
0,0,0,0,715.2600002,-135000,11.5,8000,0,0,0,0,0,0,0,0,0,0
0,0,0,0,715.2600002,-135000,11.5,8000,0,0,0,0,0,0,0,0,0,0
0,0,0,0,715.25,-135000,11.5,8000,0,0,0,0,0,0,0,0,0,0
0,0,0,0,715.25,-135000,11.5,8000,0,0,0,0,0,0,0,0,0,0
0,0,0,0,715.25,-135000,11.5,8000,0,0,0,0,0,0,0,0,0,0
0,0,0,0,715.2600002,-135000,11.5,8000,0,0,0,0,0,0,0,0,0,0
0,0,0,0,715.2600002,-135000,11.5,8000,0,0,0,0,0,0,0,0,0,0
0,0,0,0,715.2600002,-135000,11.5,8000,0,0,0,0,0,0,0,0,0,0
0,0,0,0,715.2600002,-135000,11.5,8000,0,0,0,0,0,0,0,0,0,0
0,0,0,0,715.2600002,-135000,11.5,8000,0,0,0,0,0,0,0,0,0,0
0,0,0,0,715.2600002,-135000,11.5,8000,0,0,0,0,0,0,0,0,0,0
0,0,0,0,715.2600002,-135000,11.5,8000,0,0,0,0,0,0,0,0,0,0
0,0,0,0,715.25,-135000,11.5,8000,0,0,0,0,0,0,0,0,0,0
0,0,0,0,715.2600002,-135000,11.5,8000,0,0,0,0,0,0,0,0,0,0
0,0,0,0,715.25,-135000,11.5,8000,0,0,0,0,0,0,0,0,0,0
0,0,0,0,715.2600002,-135000,11.5,8000,0,0,0,0,0,0,0,0,0,0
0,0,0,0,715.2600002,-135000,11.5,8000,0,0,0,0,0,0,0,0,0,0
0,0,0,0,715.2600002,-135000,11.5,8000,0,0,0,0,0,0,0,0,0,0
0,0,0,0,715.2600002,-135000,11.5,8000,0,0,0,0,0,0,0,0,0,0
0,0,0,0,715.2600002,-135000,11.5,8000,0,0,0,0,0,0,0,0,0,0
0,0,0,0,715.2600002,-135000,11.5,8000,0,0,0,0,0,0,0,0,0,0
0,0,0,0,715.2600002,-135000,11.5,8000,0,0,0,0,0,0,0,0,0,0
0,0,0,0,715.2600002,-135000,11.5,8000,0,0,0,0,0,0,0,0,0,0
0,0,0,0,715.2600002,-135000,11.5,8000,0,0,0,0,0,0,0,0,0,0
0,0,0,0,715.2600002,-135000,11.5,8000,0,0,0,0,0,0,0,0,0,0
0,0,0,0,715.2600002,-135000,11.5,8000,0,0,0,0,0,0,0,0,0,0
0,0,0,0,715.2600002,-135000,11.5,8000,0,0,0,0,0,0,0,0,0,0
0,0,0,0,715.2600002,-135000,11.5,8000,0,0,0,0,0,0,0,0,0,0
0,0,0,0,715.2600002,-135000,11.5,8000,0,0,0,0,0,0,0,0,0,0
0,0,0,0,715.2600002,-135000,11.5,8000,0,0,0,0,0,0,0,0,0,0
0,0,0,0,715.2600002,-135000,11.5,8000,0,0,0,0,0,0,0,0,0,0
0,0,0,0,715.2600002,-135000,11.5,8000,0,0,0,0,0,0,0,0,0,0
0,0,0,0,715.2600002,-135000,11.5,8000,0,0,0,0,0,0,0,0,0,0
0,0,0,0,715.2600002,-135000,11.5,8000,0,0,0,0,0,0,0,0,0,0
0,0,0,0,715.2600002,-135000,11.5,8000,0,0,0,0,0,0,0,0,0,0
0,0,0,0,715.2600002,-135000,11.5,8000,0,0,0,0,0,0,0,0,0,0
0,0,0,0,715.2600002,-135000,11.5,8000,0,0,0,0,0,0,0,0,0,0
0,0,0,0,715.2600002,-135000,11.5,8000,0,0,0,0,0,0,0,0,0,0
0,0,0,0,715.2600002,-135000,11.5,8000,0,0,0,0,0,0,0,0,0,0
0,0,0,0,715.2600002,-135000,11.5,8000,0,0,0,0,0,0,0,0,0,0
0,0,0,0,715.2600002,-135000,11.5,8000,0,0,0,0,0,0,0,0,0,0
0,0,0,0,715.2600002,-135000,11.5,8000,0,0,0,0,0,0,0,0,0,0
0,0,0,0,715.27,-135000,11.5,8000,0,0,0,0,0,0,0,0,0,0
